is_pg,is_sg,is_sf,is_pf,is_c,pick_round,y1_gp,y1_gs,y1_mpg,y1_fg%,y1_3p%,y1_ft%,y1_rpg,y1_apg,y1_spg,y1_bpg,y1_ppg,y2_gp,y2_gs,y2_mpg,y2_fg%,y2_3p%,y2_ft%,y2_rpg,y2_apg,y2_spg,y2_bpg,y2_ppg,y3_gp,y3_gs,y3_mpg,y3_fg%,y3_3p%,y3_ft%,y3_rpg,y3_apg,y3_spg,y3_bpg,y3_ppg,y4_gp,y4_gs,y4_mpg,y4_fg%,y4_3p%,y4_ft%,y4_rpg,y4_apg,y4_spg,y4_bpg,y4_ppg,active,all-stars_by_y4,total_all-stars
0.0,0.0,1.0,1.0,0.0,0.1016949152542373,0.9876543209876543,0.43902439024390244,0.7226666666666668,0.463,0.327,0.706,0.460431654676259,0.1325301204819277,0.3181818181818182,0.22857142857142856,0.5555555555555556,0.4691358024691358,0.20731707317073172,0.585956416464891,0.47,0.337,0.82,0.4393939393939394,0.09375,0.2727272727272727,0.10344827586206896,0.39864864864864863,0.926829268292683,0.3780487804878049,0.5670588235294118,0.435,0.297,0.783,0.4013157894736842,0.08620689655172414,0.14814814814814814,0.1724137931034483,0.37261146496815284,0.9506172839506173,0.5731707317073171,0.6428571428571429,0.447,0.345,0.838,0.45270270270270263,0.16363636363636364,0.21428571428571427,0.18918918918918914,0.5605536332179931,0,0,0
0.0,0.0,0.0,0.0,1.0,0.11864406779661017,0.7901234567901234,0.17073170731707318,0.592,0.477,0.333,0.825,0.41726618705035967,0.09638554216867469,0.22727272727272727,0.19999999999999998,0.5256410256410257,0.8765432098765431,0.7195121951219512,0.6125907990314771,0.433,0.167,0.787,0.4166666666666667,0.09375,0.22727272727272727,0.20689655172413793,0.3209459459459459,0.951219512195122,0.24390243902439024,0.40470588235294114,0.488,0.3,0.78,0.29605263157894735,0.0603448275862069,0.14814814814814814,0.10344827586206896,0.2165605095541401,0.765432098765432,0.012195121951219513,0.25765306122448983,0.423,0.333,0.722,0.14864864864864863,0.03636363636363637,0.10714285714285714,0.08108108108108107,0.1453287197231834,0,0,0
0.0,0.0,1.0,1.0,0.0,0.13559322033898305,0.8395061728395061,0.17073170731707318,0.34400000000000003,0.524,0.0,0.81,0.237410071942446,0.048192771084337345,0.09090909090909091,0.11428571428571428,0.29914529914529914,0.19753086419753085,0.0,0.2929782082324456,0.53,0.0,0.795,0.28030303030303033,0.03125,0.09090909090909091,0.20689655172413793,0.2432432432432432,0.5121951219512195,0.024390243902439025,0.3011764705882353,0.454,0.0,0.802,0.21710526315789472,0.04310344827586207,0.037037037037037035,0.13793103448275865,0.18471337579617833,0.35802469135802467,0.012195121951219513,0.21683673469387754,0.478,0.0,0.851,0.18918918918918914,0.02727272727272727,0.07142857142857144,0.027027027027027025,0.19377162629757785,0,0,0
0.0,0.0,0.0,0.0,1.0,0.15254237288135591,0.5555555555555556,0.0,0.14133333333333334,0.402,0.0,0.296,0.12230215827338128,0.024096385542168672,0.045454545454545456,0.14285714285714285,0.06837606837606838,1.0,0.6463414634146342,0.5060532687651331,0.558,0.0,0.668,0.446969696969697,0.11458333333333334,0.045454545454545456,0.5517241379310346,0.2635135135135135,0.4268292682926829,0.3048780487804878,0.6776470588235294,0.636,0.0,0.695,0.6710526315789472,0.14655172413793105,0.1111111111111111,0.7241379310344829,0.4140127388535032,0.6049382716049383,0.6097560975609756,0.6938775510204083,0.56,0.0,0.707,0.5405405405405405,0.12727272727272726,0.14285714285714288,0.4864864864864864,0.49480968858131497,0,0,0
0.0,0.0,1.0,1.0,0.0,0.20338983050847456,0.2716049382716049,0.012195121951219513,0.40800000000000003,0.409,0.0,0.766,0.3381294964028777,0.12048192771084336,0.3181818181818182,0.14285714285714285,0.3504273504273504,0.41975308641975306,0.0975609756097561,0.5544794188861986,0.5,0.667,0.768,0.5075757575757576,0.19791666666666666,0.22727272727272727,0.2413793103448276,0.402027027027027,0.29268292682926833,0.14634146341463417,0.29411764705882354,0.398,1.0,0.7,0.1907894736842105,0.03448275862068966,0.07407407407407407,0.06896551724137932,0.12420382165605096,0.4444444444444444,0.04878048780487805,0.18367346938775514,0.459,0.0,0.656,0.12837837837837834,0.045454545454545456,0.10714285714285714,0.05405405405405405,0.11418685121107267,0,0,0
1.0,1.0,0.0,0.0,0.0,0.22033898305084745,0.9629629629629628,0.14634146341463417,0.4053333333333333,0.45,0.372,0.736,0.12949640287769784,0.09638554216867469,0.2727272727272727,0.0857142857142857,0.33760683760683763,0.4444444444444444,0.0,0.3389830508474576,0.35,0.267,0.69,0.0984848484848485,0.10416666666666667,0.3181818181818182,0.06896551724137932,0.1689189189189189,0.9146341463414634,0.29268292682926833,0.6329411764705882,0.453,0.407,0.748,0.17763157894736842,0.18965517241379312,0.3333333333333333,0.06896551724137932,0.4745222929936306,0.4074074074074074,0.024390243902439025,0.43367346938775514,0.36,0.319,0.741,0.12837837837837834,0.08181818181818182,0.28571428571428575,0.05405405405405405,0.314878892733564,0,0,0
0.0,1.0,1.0,0.0,0.0,0.23728813559322032,0.4691358024691358,0.0,0.2,0.358,0.067,0.5,0.05755395683453238,0.036144578313253004,0.045454545454545456,0.02857142857142857,0.07692307692307693,0.765432098765432,0.2804878048780488,0.41162227602905577,0.438,0.322,0.603,0.21212121212121213,0.09375,0.22727272727272727,0.06896551724137932,0.152027027027027,0.5,0.12195121951219512,0.6070588235294118,0.401,0.267,0.707,0.19736842105263158,0.13793103448275865,0.2222222222222222,0.13793103448275865,0.23248407643312102,0.1728395061728395,0.0,0.25510204081632654,0.5,0.556,0.556,0.10135135135135134,0.08181818181818182,0.03571428571428572,0.08108108108108107,0.12110726643598617,0,0,0
0.0,0.0,1.0,1.0,0.0,0.2542372881355932,0.9753086419753085,0.29268292682926833,0.4746666666666667,0.478,0.333,0.812,0.22302158273381295,0.09638554216867469,0.22727272727272727,0.05714285714285714,0.28632478632478636,0.9629629629629628,0.25609756097560976,0.3801452784503633,0.495,0.29,0.84,0.23484848484848486,0.0625,0.18181818181818182,0.03448275862068966,0.2162162162162162,0.4634146341463415,0.03658536585365854,0.20470588235294115,0.434,0.667,0.844,0.11842105263157894,0.03448275862068966,0.037037037037037035,0.0,0.11464968152866242,0.9506172839506173,0.12195121951219512,0.46173469387755106,0.481,0.188,0.825,0.24999999999999997,0.05454545454545454,0.14285714285714288,0.05405405405405405,0.2664359861591696,0,0,0
0.0,0.0,1.0,0.0,0.0,0.2711864406779661,0.9506172839506173,0.20731707317073172,0.5493333333333335,0.462,0.323,0.777,0.3525179856115108,0.14457831325301201,0.3181818181818182,0.22857142857142856,0.32051282051282054,1.0,0.6951219512195123,0.7990314769975788,0.459,0.382,0.803,0.34848484848484845,0.14583333333333334,0.36363636363636365,0.2413793103448276,0.4695945945945945,0.975609756097561,0.975609756097561,0.8470588235294118,0.446,0.404,0.852,0.4013157894736842,0.18103448275862072,0.4444444444444444,0.37931034482758624,0.624203821656051,0.8148148148148147,0.8048780487804879,0.8801020408163267,0.447,0.404,0.878,0.3445945945945945,0.24545454545454548,0.35714285714285715,0.3783783783783783,0.892733564013841,0,1,1
0.0,1.0,1.0,0.0,0.0,0.288135593220339,0.38271604938271603,0.03658536585365854,0.25866666666666666,0.478,0.3,0.784,0.09352517985611511,0.07228915662650601,0.18181818181818182,0.02857142857142857,0.22222222222222224,0.9876543209876543,0.3170731707317073,0.5084745762711864,0.419,0.368,0.805,0.196969696969697,0.10416666666666667,0.22727272727272727,0.10344827586206896,0.3513513513513513,0.3536585365853659,0.0,0.28941176470588237,0.331,0.385,0.829,0.1381578947368421,0.08620689655172414,0.1111111111111111,0.03448275862068966,0.1624203821656051,0.0,0.0,0.05867346938775511,1.0,0.0,0.0,0.13513513513513511,0.0,0.0,0.0,0.20761245674740486,0,0,0
0.0,0.0,1.0,1.0,0.0,0.30508474576271183,0.8271604938271604,0.024390243902439025,0.22933333333333333,0.443,0.0,0.661,0.1510791366906475,0.048192771084337345,0.09090909090909091,0.0857142857142857,0.1752136752136752,1.0,0.524390243902439,0.6101694915254238,0.524,0.0,0.771,0.38636363636363635,0.09375,0.22727272727272727,0.13793103448275865,0.42905405405405395,0.9146341463414634,0.36585365853658536,0.5505882352941176,0.502,0.271,0.704,0.3092105263157895,0.0603448275862069,0.18518518518518517,0.13793103448275865,0.36305732484076436,1.0,0.08536585365853659,0.5867346938775511,0.491,0.217,0.711,0.3378378378378378,0.07272727272727274,0.21428571428571427,0.13513513513513511,0.40138408304498274,0,0,0
1.0,1.0,0.0,0.0,0.0,0.3389830508474576,0.8765432098765431,0.3170731707317073,0.5173333333333333,0.407,0.397,0.752,0.16546762589928055,0.24096385542168672,0.36363636363636365,0.0,0.39743589743589747,0.7777777777777777,0.06097560975609756,0.4891041162227603,0.434,0.39,0.777,0.18181818181818182,0.14583333333333334,0.36363636363636365,0.03448275862068966,0.3412162162162162,0.8780487804878049,0.20731707317073172,0.6164705882352941,0.423,0.332,0.786,0.20394736842105263,0.25,0.2962962962962963,0.0,0.4044585987261146,0.9012345679012346,0.13414634146341464,0.7193877551020409,0.437,0.325,0.841,0.2635135135135135,0.3727272727272727,0.4642857142857143,0.027027027027027025,0.5951557093425606,0,0,0
1.0,1.0,0.0,0.0,0.0,0.3559322033898305,0.9629629629629628,0.04878048780487805,0.4853333333333333,0.442,0.263,0.8,0.14388489208633093,0.33734939759036137,0.22727272727272727,0.0,0.28632478632478636,0.9629629629629628,0.9634146341463415,0.7893462469733658,0.454,0.35,0.871,0.196969696969697,0.5520833333333334,0.5,0.03448275862068966,0.4054054054054054,1.0,0.1951219512195122,0.64,0.431,0.342,0.867,0.1907894736842105,0.3275862068965517,0.25925925925925924,0.0,0.31528662420382164,1.0,0.6463414634146342,0.8010204081632655,0.453,0.353,0.852,0.2297297297297297,0.3727272727272727,0.3928571428571429,0.05405405405405405,0.4532871972318339,0,0,0
0.0,1.0,1.0,0.0,0.0,0.3728813559322034,0.8148148148148147,0.13414634146341464,0.46399999999999997,0.4,0.285,0.772,0.20143884892086328,0.16867469879518068,0.2727272727272727,0.19999999999999998,0.2393162393162393,0.9629629629629628,0.06097560975609756,0.4067796610169492,0.429,0.356,0.833,0.196969696969697,0.11458333333333334,0.2727272727272727,0.1724137931034483,0.2027027027027027,0.9634146341463415,0.24390243902439024,0.6235294117647059,0.463,0.391,0.779,0.21710526315789472,0.13793103448275865,0.4444444444444444,0.20689655172413793,0.39171974522292996,0.7901234567901234,0.43902439024390244,0.7321428571428572,0.444,0.398,0.82,0.2297297297297297,0.20909090909090908,0.42857142857142855,0.27027027027027023,0.43944636678200694,0,0,0
1.0,1.0,0.0,0.0,0.0,0.3898305084745763,0.9753086419753085,0.32926829268292684,0.7173333333333334,0.403,0.361,0.699,0.237410071942446,0.3253012048192771,0.5,0.02857142857142857,0.3760683760683761,0.9753086419753085,0.12195121951219512,0.6440677966101696,0.437,0.441,0.79,0.24242424242424243,0.25,0.45454545454545453,0.03448275862068966,0.3682432432432432,0.8902439024390244,0.20731707317073172,0.4447058823529411,0.432,0.351,0.815,0.11842105263157894,0.16379310344827586,0.2222222222222222,0.03448275862068966,0.24203821656050953,0.25925925925925924,0.04878048780487805,0.32908163265306123,0.386,0.368,0.875,0.08108108108108107,0.14545454545454548,0.10714285714285714,0.0,0.1660899653979239,0,0,0
0.0,0.0,0.0,0.0,1.0,0.4067796610169491,0.8271604938271604,0.5,0.45066666666666666,0.51,0.0,0.627,0.3165467625899281,0.024096385542168672,0.18181818181818182,0.22857142857142856,0.22222222222222224,0.9876543209876543,0.15853658536585366,0.4261501210653754,0.516,0.0,0.649,0.3106060606060606,0.0625,0.22727272727272727,0.20689655172413793,0.20945945945945943,0.8780487804878049,0.34146341463414637,0.42823529411764705,0.419,0.0,0.736,0.3355263157894736,0.03448275862068966,0.18518518518518517,0.20689655172413793,0.1910828025477707,0.25925925925925924,0.14634146341463417,0.4209183673469388,0.407,0.0,0.667,0.29054054054054046,0.02727272727272727,0.25,0.05405405405405405,0.15916955017301038,0,0,0
0.0,0.0,1.0,1.0,0.0,0.423728813559322,0.30864197530864196,0.0,0.10933333333333331,0.426,0.0,0.333,0.07913669064748202,0.012048192771084336,0.09090909090909091,0.05714285714285714,0.09829059829059829,0.8148148148148147,0.0975609756097561,0.3171912832929782,0.5,0.0,0.526,0.21212121212121213,0.020833333333333336,0.18181818181818182,0.3103448275862069,0.1689189189189189,1.0,0.08536585365853659,0.5082352941176471,0.538,0.0,0.633,0.34868421052631576,0.05172413793103448,0.1111111111111111,0.37931034482758624,0.2515923566878981,0.9506172839506173,0.04878048780487805,0.4183673469387756,0.575,0.0,0.532,0.28378378378378377,0.02727272727272727,0.10714285714285714,0.2162162162162162,0.20069204152249137,0,0,0
0.0,0.0,1.0,1.0,0.0,0.4406779661016949,0.7407407407407407,0.024390243902439025,0.17333333333333334,0.445,0.154,0.704,0.13669064748201437,0.024096385542168672,0.09090909090909091,0.05714285714285714,0.14957264957264957,0.9629629629629628,0.17073170731707318,0.4309927360774819,0.422,0.376,0.852,0.25757575757575757,0.0625,0.18181818181818182,0.06896551724137932,0.2567567567567567,0.9634146341463415,0.15853658536585366,0.5623529411764705,0.472,0.339,0.77,0.2763157894736842,0.10344827586206896,0.2222222222222222,0.06896551724137932,0.3535031847133758,1.0,0.08536585365853659,0.5229591836734694,0.447,0.326,0.725,0.27027027027027023,0.07272727272727274,0.14285714285714288,0.05405405405405405,0.342560553633218,0,0,0
0.0,0.0,0.0,1.0,1.0,0.4576271186440678,0.06172839506172839,0.0,0.047999999999999994,0.5,0.0,1.0,0.05755395683453238,0.024096385542168672,0.0,0.19999999999999998,0.14957264957264957,0.30864197530864196,0.0,0.12832929782082325,0.636,0.0,0.66,0.15151515151515152,0.010416666666666668,0.045454545454545456,0.10344827586206896,0.13175675675675674,0.6829268292682927,0.0,0.20470588235294115,0.561,0.0,0.768,0.1381578947368421,0.008620689655172415,0.1111111111111111,0.10344827586206896,0.09872611464968153,0.7407407407407407,0.14634146341463417,0.43367346938775514,0.546,0.0,0.639,0.31756756756756754,0.018181818181818184,0.21428571428571427,0.13513513513513511,0.20069204152249137,0,0,0
0.0,0.0,0.0,1.0,0.0,0.4915254237288135,0.8148148148148147,0.17073170731707318,0.3973333333333333,0.596,0.0,0.577,0.3237410071942446,0.07228915662650601,0.18181818181818182,0.0857142857142857,0.21794871794871795,0.7037037037037037,0.14634146341463417,0.6973365617433415,0.6,0.0,0.815,0.787878787878788,0.1875,0.36363636363636365,0.13793103448275865,0.3614864864864864,0.9878048780487805,0.3536585365853659,0.6847058823529412,0.552,0.0,0.819,0.5855263157894737,0.10344827586206896,0.25925925925925924,0.13793103448275865,0.3439490445859873,0.9876543209876543,0.9024390243902439,0.8469387755102041,0.549,0.0,0.755,0.7905405405405403,0.19090909090909092,0.35714285714285715,0.08108108108108107,0.5536332179930796,0,1,2
0.0,0.0,1.0,1.0,0.0,0.5423728813559322,0.345679012345679,0.012195121951219513,0.19199999999999998,0.4,0.0,0.632,0.16546762589928055,0.012048192771084336,0.045454545454545456,0.05714285714285714,0.09829059829059829,0.24691358024691357,0.03658536585365854,0.16222760290556903,0.341,0.0,0.75,0.15151515151515152,0.010416666666666668,0.045454545454545456,0.03448275862068966,0.06756756756756756,0.9634146341463415,0.012195121951219513,0.46352941176470586,0.499,0.0,0.822,0.2894736842105263,0.0603448275862069,0.1111111111111111,0.20689655172413793,0.2643312101910828,0.9876543209876543,0.0,0.451530612244898,0.496,0.0,0.867,0.304054054054054,0.045454545454545456,0.10714285714285714,0.18918918918918914,0.29411764705882354,0,0,0
0.0,0.0,1.0,1.0,0.0,0.5932203389830509,0.8024691358024691,0.17073170731707318,0.33866666666666667,0.383,0.365,0.787,0.20863309352517984,0.08433734939759034,0.18181818181818182,0.0857142857142857,0.2606837606837607,0.9876543209876543,0.3780487804878049,0.5423728813559322,0.443,0.336,0.715,0.48484848484848486,0.10416666666666667,0.3181818181818182,0.10344827586206896,0.3513513513513513,0.7317073170731707,0.41463414634146345,0.5905882352941176,0.436,0.298,0.894,0.4013157894736842,0.07758620689655173,0.3333333333333333,0.13793103448275865,0.30254777070063693,0.728395061728395,0.5,0.6607142857142858,0.492,0.455,0.781,0.5945945945945945,0.10909090909090909,0.25,0.18918918918918914,0.44982698961937717,0,0,0
0.0,0.0,1.0,1.0,0.0,0.6101694915254238,0.2716049382716049,0.0,0.23199999999999998,0.42,0.439,0.833,0.06474820143884892,0.08433734939759034,0.13636363636363635,0.0,0.1623931623931624,0.8765432098765431,0.012195121951219513,0.3414043583535109,0.549,0.0,0.664,0.27272727272727276,0.09375,0.09090909090909091,0.37931034482758624,0.17905405405405403,0.951219512195122,0.25609756097560976,0.44,0.474,0.0,0.753,0.256578947368421,0.13793103448275865,0.14814814814814814,0.4827586206896552,0.21019108280254775,0.9629629629629628,0.3170731707317073,0.5051020408163266,0.508,0.0,0.79,0.31081081081081074,0.19090909090909092,0.14285714285714288,0.5675675675675675,0.20415224913494812,0,0,0
1.0,1.0,0.0,0.0,0.0,0.6271186440677966,0.2716049382716049,0.0,0.23199999999999998,0.42,0.439,0.833,0.06474820143884892,0.08433734939759034,0.13636363636363635,0.0,0.1623931623931624,0.30864197530864196,0.0,0.24455205811138017,0.425,0.36,0.8,0.05303030303030303,0.13541666666666669,0.09090909090909091,0.0,0.12837837837837834,0.8048780487804879,0.25609756097560976,0.4823529411764706,0.37,0.318,0.901,0.11184210526315788,0.3275862068965517,0.18518518518518517,0.03448275862068966,0.2197452229299363,0.6666666666666665,0.0,0.2908163265306123,0.413,0.39,0.8,0.1081081081081081,0.2,0.17857142857142858,0.027027027027027025,0.12802768166089967,0,0,0
1.0,1.0,0.0,0.0,0.0,0.6440677966101696,0.18518518518518517,0.0,0.06933333333333333,0.158,0.118,0.75,0.03597122302158273,0.036144578313253004,0.09090909090909091,0.0,0.05555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25609756097560976,0.0,0.10117647058823528,0.263,0.067,0.75,0.03289473684210526,0.01724137931034483,0.037037037037037035,0.0,0.04140127388535032,0.08641975308641975,0.0,0.16071428571428575,0.304,0.273,0.5,0.07432432432432431,0.02727272727272727,0.0,0.08108108108108107,0.08304498269896195,0,0,0
0.0,1.0,0.0,0.0,0.0,0.6610169491525424,0.5925925925925926,0.03658536585365854,0.4293333333333334,0.415,0.341,0.712,0.1510791366906475,0.19277108433734938,0.3181818181818182,0.05714285714285714,0.2905982905982906,0.9382716049382716,0.6463414634146342,0.8062953995157385,0.475,0.273,0.763,0.24242424242424243,0.4270833333333333,0.7727272727272727,0.10344827586206896,0.5574324324324323,0.9878048780487805,0.8780487804878049,0.8917647058823529,0.531,0.231,0.767,0.3289473684210526,0.33620689655172414,0.5555555555555556,0.10344827586206896,0.643312101910828,0.2962962962962963,0.3048780487804878,0.8673469387755104,0.451,0.308,0.83,0.29054054054054046,0.33636363636363636,0.5714285714285715,0.08108108108108107,0.6574394463667821,0,0,0
0.0,1.0,0.0,0.0,0.0,0.7457627118644068,0.35802469135802467,0.0,0.07466666666666666,0.442,0.222,0.615,0.043165467625899276,0.036144578313253004,0.09090909090909091,0.0,0.0811965811965812,0.7407407407407407,0.0,0.2493946731234867,0.441,0.324,0.696,0.08333333333333334,0.1875,0.18181818181818182,0.0,0.14527027027027023,0.975609756097561,0.0,0.548235294117647,0.424,0.359,0.783,0.1381578947368421,0.2758620689655173,0.37037037037037035,0.06896551724137932,0.3662420382165605,0.9876543209876543,0.0,0.5612244897959184,0.398,0.286,0.79,0.13513513513513511,0.2727272727272727,0.35714285714285715,0.05405405405405405,0.44290657439446374,0,0,0
